,MUNICIPIOS,latitude,longitude,SISTEMAS_GD,POTÊNCIA (w),N_MOD,TOTAL PESO (kg),TOTAL VIDRO (kg),TOTAL ALUMÍNIO (kg),TOTAL SILÍCIO (kg),TOTAL POLÍMERO (kg),TOTAL ZINCO (kg),TOTAL CHUMBO (kg),TOTAL COBRE (kg),TOTAL PRATA (kg)
3097,Colônia do Piauí,-7.22651,-42.1756,49,6223.0,14716.0,16701.0,12358.74,1670.1,501.03,1085.565,20.0412,16.701,100.206,1.00206
3098,Paulistana,-8.13436,-41.1431,254,5972.0,10716.0,257579.0,190608.46,25757.9,7727.37,16742.635,309.09479999999996,257.579,1545.474,15.454740000000001
3099,Geminiano,-7.15476,-41.3409,58,101.0,153.0,36744.0,27190.56,3674.4,1102.32,2388.36,44.0928,36.744,220.464,2.20464
3100,Jaicós,-7.36229,-41.1371,155,1558.0,2409.0,123455.0,91356.7,12345.5,3703.65,8024.575,148.146,123.455,740.73,7.4073
3101,São João do Piauí,-8.35466,-42.2559,249,451.0,684.0,347511.0,257158.13999999998,34751.1,10425.33,22588.215,417.0131999999999,347.51099999999997,2085.0660000000003,20.85066
3102,Simões,-7.59109,-40.8137,84,1601.0,3284.0,44780.0,33137.2,4478.0,1343.3999999999999,2910.7000000000003,53.736,44.78,268.68,2.6868
3103,Redenção do Gurguéia,-9.47937,-44.5811,23,6279.0,12780.0,10615.0,7855.1,1061.5,318.45,689.975,12.738,10.615,63.69,0.6369
3104,Queimada Nova,-8.57064,-41.4106,69,209.0,357.0,27302.0,20203.48,2730.2,819.06,1774.63,32.7624,27.302,163.812,1.63812
3105,Demerval Lobão,-5.35875,-42.6776,128,238.0,410.0,75204.0,55650.96,7520.4,2256.12,4888.26,90.2448,75.20400000000001,451.224,4.51224
3106,Pedro II,-4.42585,-41.4482,261,17734.0,33720.0,117956.0,87287.44,11795.6,3538.68,7667.14,141.54719999999998,117.956,707.736,7.0773600000000005
3107,São João da Serra,-5.51081,-41.8923,36,3150.0,5614.0,19018.0,14073.32,1901.8,570.54,1236.17,22.821599999999997,19.018,114.108,1.14108
3108,Marcolândia,-7.44169,-40.6602,35,19845.0,36721.0,28789.0,21303.86,2878.9,863.67,1871.285,34.5468,28.789,172.734,1.72734
3109,Alagoinha do Piauí,-7.00039,-40.9282,85,2765.0,5784.0,34609.0,25610.66,3460.9,1038.27,2249.585,41.5308,34.609,207.654,2.07654
3110,Jacobina do Piauí,-7.93063,-41.2075,67,4826.0,9233.0,33245.0,24601.3,3324.5,997.35,2160.925,39.894,33.245,199.47,1.9947000000000001
3111,Miguel Alves,-4.16857,-42.8963,78,441.0,672.0,37938.0,28074.12,3793.8,1138.1399999999999,2465.9700000000003,45.5256,37.938,227.62800000000001,2.27628
3112,Vera Mendes,-7.59748,-41.4673,14,1138.0,2136.0,6650.0,4921.0,665.0,199.5,432.25,7.9799999999999995,6.65,39.9,0.399
3113,José de Freitas,-4.75146,-42.5746,254,519.0,929.0,137778.0,101955.72,13777.8,4133.34,8955.57,165.3336,137.778,826.668,8.266680000000001
3114,Palmeirais,-5.97086,-43.056,47,1991.0,3931.0,21584.0,15972.16,2158.4,647.52,1402.96,25.900799999999997,21.584,129.504,1.29504
3115,Patos do Piauí,-7.67231,-41.2408,26,3444.0,7229.0,14815.0,10963.1,1481.5,444.45,962.975,17.778,14.815,88.89,0.8889
3116,Bom Princípio do Piauí,-3.19631,-41.6403,32,423.0,1036.0,9885.0,7314.900000000001,988.5,296.55,642.525,11.862,9.885,59.31,0.5931
3117,Padre Marcos,-7.35101,-40.8997,43,320.0,653.0,23230.0,17190.2,2323.0,696.9,1509.95,27.875999999999998,23.23,139.38,1.3938
3118,Colônia do Gurguéia,-8.1837,-43.794,42,340.0,616.0,19535.0,14455.9,1953.5,586.05,1269.775,23.441999999999997,19.535,117.21,1.1721
3119,Caraúbas do Piauí,-3.47525,-41.8425,33,4165.0,7105.0,19681.0,14563.94,1968.1,590.43,1279.265,23.617199999999997,19.681,118.086,1.18086
3120,Lagoa do Piauí,-5.41864,-42.6437,31,2394.0,4425.0,59162.0,43779.88,5916.2,1774.86,3845.5299999999997,70.9944,59.162000000000006,354.972,3.54972
3121,Canto do Buriti,-8.1111,-42.9517,222,1381.0,2652.0,109915.0,81337.1,10991.5,3297.45,7144.475,131.898,109.915,659.49,6.5949
3122,Paquetá,-7.10303,-41.7,21,423.0,1149.0,7985.0,5908.9,798.5,239.54999999999998,519.0250000000001,9.581999999999999,7.985,47.910000000000004,0.4791
3123,Inhuma,-6.665,-41.7041,133,330.0,498.0,66568.0,49260.32,6656.8,1997.04,4326.92,79.88159999999999,66.568,399.408,3.9940800000000003
3124,Valença do Piauí,-6.40301,-41.7375,291,2065.0,4506.0,190420.0,140910.8,19042.0,5712.599999999999,12377.300000000001,228.504,190.42,1142.52,11.4252
3125,Cocal,-3.47279,-41.5546,262,3123.0,7797.0,105455.0,78036.7,10545.5,3163.65,6854.575,126.54599999999999,105.455,632.73,6.3273
3126,Bocaina,-6.94124,-41.3168,231,1529.0,3389.0,153909.0,113892.66,15390.9,4617.2699999999995,10004.085000000001,184.6908,153.909,923.4540000000001,9.23454
3127,Bocaina,-22.1365,-48.523,231,2996.0,6317.0,153909.0,113892.66,15390.9,4617.2699999999995,10004.085000000001,184.6908,153.909,923.4540000000001,9.23454
3128,São Miguel da Baixa Grande,-5.85646,-42.1934,12,10450.0,20250.0,4896.0,3623.04,489.6,146.88,318.24,5.8751999999999995,4.896,29.376,0.29376
3129,Eliseu Martins,-8.09629,-43.6705,31,682.0,1044.0,81279.0,60146.46,8127.900000000001,2438.37,5283.135,97.53479999999999,81.279,487.67400000000004,4.87674
3130,Monsenhor Hipólito,-6.99275,-41.026,58,2374.0,3866.0,19932.0,14749.68,1993.2,597.9599999999999,1295.5800000000002,23.9184,19.932,119.592,1.19592
3131,João Costa,-8.50736,-42.4264,13,1407.0,2664.0,6830.0,5054.200000000001,683.0,204.9,443.95,8.196,6.83,40.98,0.4098
3132,Cajueiro da Praia,-2.93111,-41.3408,86,851.0,1629.0,55299.0,40921.26,5529.9,1658.97,3594.435,66.3588,55.299,331.794,3.31794
3133,Corrente,-10.4333,-45.1633,159,256.0,653.0,86633.0,64108.42,8663.3,2598.99,5631.145,103.9596,86.63300000000001,519.798,5.19798
3134,Landri Sales,-7.25922,-43.9364,37,27280.0,48093.0,15427.0,11415.98,1542.7,462.81,1002.755,18.5124,15.427,92.562,0.92562
3135,Cristalândia do Piauí,-10.6443,-45.1893,18,1837.0,3575.0,10526.0,7789.24,1052.6,315.78,684.19,12.631199999999998,10.526,63.156,0.63156
3136,Campo Grande do Piauí,-7.12827,-41.0315,37,1205.0,2093.0,19348.0,14317.52,1934.8,580.4399999999999,1257.6200000000001,23.217599999999997,19.348,116.088,1.16088
3137,Santo Antônio de Lisboa,-6.98676,-41.2252,46,4085.0,7344.0,25237.0,18675.38,2523.7,757.11,1640.405,30.284399999999998,25.237000000000002,151.422,1.51422
3138,Ipiranga do Piauí,-6.82421,-41.7381,85,2442.0,5087.0,35731.0,26440.94,3573.1,1071.93,2322.515,42.877199999999995,35.731,214.386,2.14386
3139,São Pedro do Piauí,-5.92078,-42.7192,94,443.0,712.0,138981.0,102845.94,13898.1,4169.429999999999,9033.765000000001,166.7772,138.981,833.8860000000001,8.33886
3140,São Luis do Piauí,-6.81936,-41.3175,12,5979.0,12676.0,3990.0,2952.6,399.0,119.69999999999999,259.35,4.787999999999999,3.99,23.94,0.2394
3141,Buriti dos Lopes,-3.18259,-41.8695,113,204.0,293.0,55456.0,41037.44,5545.6,1663.6799999999998,3604.6400000000003,66.54719999999999,55.456,332.736,3.32736
3142,Uruçuí,-7.23944,-44.5577,294,19599.0,35774.0,221510.0,163917.4,22151.0,6645.299999999999,14398.150000000001,265.81199999999995,221.51,1329.0600000000002,13.2906
3143,Belém do Piauí,-7.36652,-40.9688,27,461.0,839.0,16190.0,11980.6,1619.0,485.7,1052.3500000000001,19.427999999999997,16.19,97.14,0.9714
3144,Buriti dos Montes,-5.30584,-41.0933,25,439.0,923.0,12192.0,9022.08,1219.2,365.76,792.48,14.630399999999998,12.192,73.152,0.7315200000000001
3145,Brasileira,-4.1337,-41.7859,54,223.0,402.0,14354.0,10621.96,1435.4,430.62,933.01,17.2248,14.354000000000001,86.124,0.86124
3146,São João da Varjota,-6.94082,-41.8889,22,1170.0,1825.0,6959.0,5149.66,695.9,208.76999999999998,452.33500000000004,8.3508,6.959,41.754000000000005,0.41754
3147,Antônio Almeida,-7.21276,-44.1889,26,1559.0,3166.0,9313.0,6891.62,931.3000000000001,279.39,605.345,11.1756,9.313,55.878,0.5587799999999999
3148,Baixa Grande do Ribeiro,-7.84903,-45.219,73,169.0,265.0,111121.0,82229.54,11112.1,3333.6299999999997,7222.865000000001,133.34519999999998,111.12100000000001,666.726,6.667260000000001
3149,São Julião,-7.08391,-40.8246,48,3831.0,6465.0,17959.0,13289.66,1795.9,538.77,1167.335,21.5508,17.959,107.754,1.07754
3150,Francisco Ayres,-6.62606,-42.6881,14,1589.0,2506.0,4015.0,2971.1,401.5,120.45,260.975,4.818,4.015,24.09,0.2409
3151,Caldeirão Grande do Piauí,-7.3314,-40.6366,30,20493.0,42775.0,10181.0,7533.9400000000005,1018.1,305.43,661.765,12.217199999999998,10.181000000000001,61.086,0.61086
3152,Fronteiras,-7.08173,-40.6146,112,4823.0,10957.0,34932.0,25849.68,3493.2,1047.96,2270.58,41.9184,34.932,209.592,2.09592
3153,Acauã,-8.21954,-41.0831,47,532.0,839.0,23010.0,17027.4,2301.0,690.3,1495.65,27.612,23.01,138.06,1.3806
3154,São Lourenço do Piauí,-9.16463,-42.5496,15,1144.0,1791.0,7551.0,5587.74,755.1,226.53,490.81500000000005,9.0612,7.551,45.306,0.45306
3155,Bertolínia,-7.63338,-43.9498,51,4490.0,7358.0,18452.0,13654.48,1845.2,553.56,1199.38,22.1424,18.452,110.712,1.10712
3156,Rio Grande do Piauí,-7.78029,-43.1369,46,3401.0,6025.0,24571.0,18182.54,2457.1,737.13,1597.115,29.4852,24.571,147.426,1.4742600000000001
3157,Monte Alegre do Piauí,-9.75364,-45.3037,36,2973.0,5969.0,41993.0,31074.82,4199.3,1259.79,2729.545,50.3916,41.992999999999995,251.958,2.51958
3158,Santana do Piauí,-6.94696,-41.5178,17,38123.0,88428.0,7842.0,5803.08,784.2,235.26,509.73,9.4104,7.842,47.052,0.47052
3159,Francisco Santos,-6.99491,-41.1288,146,456.0,932.0,47919.0,35460.06,4791.9,1437.57,3114.735,57.50279999999999,47.919000000000004,287.514,2.87514
3160,Nova Santa Rita,-29.8525,-51.2837,780,398.0,632.0,436057.0,322682.18,43605.7,13081.71,28343.705,523.2683999999999,436.057,2616.342,26.16342
3161,Nova Santa Rita,-8.09707,-42.0471,780,7751.0,15186.0,436057.0,322682.18,43605.7,13081.71,28343.705,523.2683999999999,436.057,2616.342,26.16342
3162,Canavieira,-7.68821,-43.7233,16,2106.0,3843.0,11647.0,8618.78,1164.7,349.40999999999997,757.0550000000001,13.976399999999998,11.647,69.882,0.69882
3163,Monsenhor Gil,-5.562,-42.6075,49,329.0,524.0,33856.0,25053.440000000002,3385.6,1015.68,2200.6400000000003,40.627199999999995,33.856,203.136,2.03136
3164,Santa Rosa do Piauí,-6.79581,-42.2814,30,3.0,11.0,11595.0,8580.3,1159.5,347.84999999999997,753.6750000000001,13.914,11.595,69.57000000000001,0.6957
3165,Anísio de Abreu,-9.18564,-43.0494,39,3987.0,8552.0,20163.0,14920.62,2016.3000000000002,604.89,1310.595,24.1956,20.163,120.97800000000001,1.20978
3166,Ribeiro Gonçalves,-7.55651,-45.2447,35,1264.0,2296.0,61051.0,45177.74,6105.1,1831.53,3968.315,73.26119999999999,61.050999999999995,366.30600000000004,3.6630600000000006
3167,Currais,-9.01175,-44.4062,9,282.0,416.0,14780.0,10937.2,1478.0,443.4,960.7,17.736,14.780000000000001,88.68,0.8868000000000001
3168,Pimenteiras,-6.23839,-41.4113,36,9519.0,19221.0,26328.0,19482.72,2632.8,789.8399999999999,1711.3200000000002,31.5936,26.328,157.96800000000002,1.57968
3169,Campinas do Piauí,-7.6593,-41.8775,43,12068.0,20597.0,14659.0,10847.66,1465.9,439.77,952.835,17.590799999999998,14.659,87.95400000000001,0.87954
3170,Beneditinos,-5.45676,-42.3638,53,9892.0,22691.0,22345.0,16535.3,2234.5,670.3499999999999,1452.425,26.813999999999997,22.345,134.07,1.3407
3171,Isaías Coelho,-7.73597,-41.6735,54,8437.0,17068.0,19469.0,14407.06,1946.9,584.0699999999999,1265.4850000000001,23.3628,19.469,116.81400000000001,1.16814
3172,Betânia do Piauí,-8.14376,-40.7989,27,8101.0,15177.0,12070.0,8931.8,1207.0,362.09999999999997,784.5500000000001,14.483999999999998,12.07,72.42,0.7242
3173,Domingos Mourão,-4.2495,-41.2683,13,2647.0,6601.0,4425.0,3274.5,442.5,132.75,287.625,5.31,4.425,26.55,0.2655
3174,Alegrete do Piauí,-7.24196,-40.8566,28,991.0,2078.0,12567.0,9299.58,1256.7,377.01,816.855,15.0804,12.567,75.402,0.75402
3175,Novo Oriente do Piauí,-6.44901,-41.9261,30,235.0,388.0,10716.0,7929.84,1071.6,321.48,696.54,12.8592,10.716000000000001,64.296,0.64296
3176,Marcos Parente,-7.11565,-43.8926,27,4362.0,9042.0,14418.0,10669.32,1441.8,432.53999999999996,937.1700000000001,17.301599999999997,14.418000000000001,86.508,0.86508
3177,Francinópolis,-6.39334,-42.2591,19,72.0,115.0,10052.0,7438.48,1005.2,301.56,653.38,12.062399999999998,10.052,60.312000000000005,0.60312
3178,Aroazes,-6.11022,-41.7822,28,3527.0,8546.0,16233.0,12012.42,1623.3,486.99,1055.145,19.479599999999998,16.233,97.398,0.97398
3179,São José do Piauí,-6.87194,-41.4731,35,740.0,1210.0,17534.0,12975.16,1753.4,526.02,1139.71,21.040799999999997,17.534,105.20400000000001,1.05204
3180,Capitão Gervásio Oliveira,-8.49655,-41.814,8,2604.0,5317.0,4724.0,3495.76,472.4,141.72,307.06,5.6688,4.724,28.344,0.28344
3181,Bela Vista do Piauí,-7.98809,-41.8675,14,311.0,498.0,8016.0,5931.84,801.6,240.48,521.04,9.6192,8.016,48.096000000000004,0.48096
3182,Boqueirão do Piauí,-4.48181,-42.1212,9,1966.0,4183.0,3320.0,2456.8,332.0,99.6,215.8,3.9839999999999995,3.3200000000000003,19.92,0.1992
3183,Santo Inácio do Piauí,-7.42072,-41.9063,36,7579.0,15596.0,12080.0,8939.2,1208.0,362.4,785.2,14.495999999999999,12.08,72.48,0.7248
3184,Brejo do Piauí,-8.20314,-42.8229,38,16398.0,29837.0,14934.0,11051.16,1493.4,448.02,970.71,17.9208,14.934000000000001,89.604,0.89604
3185,São Miguel do Tapuio,-5.49729,-41.3165,50,25803.0,50984.0,23359.0,17285.66,2335.9,700.77,1518.335,28.0308,23.359,140.154,1.40154
3186,Castelo do Piauí,-5.31869,-41.5499,160,2231.0,4462.0,58904.0,43588.96,5890.4,1767.12,3828.76,70.6848,58.904,353.424,3.53424
3187,Cabeceiras do Piauí,-4.4773,-42.3069,54,774.0,1248.0,28451.0,21053.74,2845.1,853.53,1849.315,34.1412,28.451,170.706,1.70706
3188,Assunção do Piauí,-5.865,-41.0389,26,629.0,983.0,7143.0,5285.82,714.3,214.29,464.295,8.5716,7.143,42.858000000000004,0.42858
3189,Lagoa Alegre,-4.51539,-42.6309,23,934.0,1870.0,13090.0,9686.6,1309.0,392.7,850.85,15.707999999999998,13.09,78.54,0.7854
3190,Luzilândia,-3.4683,-42.3718,153,12244.0,25961.0,57928.0,42866.72,5792.8,1737.84,3765.32,69.5136,57.928000000000004,347.568,3.47568
3191,Joaquim Pires,-3.50164,-42.1865,35,3586.0,5774.0,22874.0,16926.76,2287.4,686.22,1486.81,27.4488,22.874,137.244,1.37244
3192,Parnaguá,-10.2166,-44.63,31,2752.0,4947.0,17319.0,12816.06,1731.9,519.5699999999999,1125.7350000000001,20.782799999999998,17.319,103.914,1.03914
3193,Lagoa de São Francisco,-4.38505,-41.5969,30,10707.0,18007.0,9478.0,7013.719999999999,947.8,284.34,616.07,11.3736,9.478,56.868,0.56868
3194,Cristino Castro,-8.82273,-44.223,75,3471.0,6497.0,37474.0,27730.76,3747.4,1124.22,2435.81,44.968799999999995,37.474000000000004,224.844,2.24844
3195,Cocal dos Alves,-3.62047,-41.4402,68,18412.0,33820.0,20190.0,14940.6,2019.0,605.6999999999999,1312.3500000000001,24.227999999999998,20.19,121.14,1.2114
3196,São João do Arraial,-3.8186,-42.4459,28,533.0,917.0,6983.0,5167.42,698.3,209.49,453.895,8.3796,6.9830000000000005,41.898,0.41898
3197,Curimatá,-10.0326,-44.3002,38,400.0,637.0,15083.0,11161.42,1508.3,452.49,980.395,18.0996,15.083,90.498,0.90498
3198,Capitão de Campos,-4.457,-41.944,64,302.0,689.0,37870.0,28023.8,3787.0,1136.1,2461.55,45.443999999999996,37.87,227.22,2.2722
3199,Morro do Chapéu do Piauí,-3.73337,-42.3024,39,231.0,379.0,15817.0,11704.58,1581.7,474.51,1028.105,18.9804,15.817,94.902,0.94902
3200,São José do Peixe,-7.48554,-42.5672,9,963.0,1684.0,4607.0,3409.18,460.7,138.20999999999998,299.45500000000004,5.5283999999999995,4.607,27.642,0.27642
3201,São João da Canabrava,-6.81203,-41.3415,25,966.0,2440.0,12655.0,9364.7,1265.5,379.65,822.575,15.185999999999998,12.655,75.93,0.7593
3202,Regeneração,-6.23115,-42.6842,87,1783.0,3486.0,54625.0,40422.5,5462.5,1638.75,3550.625,65.55,54.625,327.75,3.2775
3203,Santo Antônio dos Milagres,-6.04647,-42.7123,3,1218.0,2947.0,1349.0,998.26,134.9,40.47,87.685,1.6187999999999998,1.349,8.094000000000001,0.08094000000000001
3204,Prata do Piauí,-5.67265,-42.2046,18,1313.0,2285.0,5306.0,3926.44,530.6,159.18,344.89,6.3671999999999995,5.306,31.836,0.31836
3205,Manoel Emídio,-8.01234,-43.8755,52,55966.0,138741.0,19787.0,14642.380000000001,1978.7,593.61,1286.155,23.7444,19.787,118.722,1.18722
3206,Santa Luz,-8.9488,-44.1296,18,10024.0,21787.0,12676.0,9380.24,1267.6,380.28,823.94,15.211199999999998,12.676,76.056,0.76056
3207,Santa Cruz do Piauí,-7.1785,-41.7609,72,1913.0,3009.0,37019.0,27394.06,3701.9,1110.57,2406.235,44.422799999999995,37.019,222.114,2.22114
3208,Wall Ferraz,-7.23151,-41.905,27,944.0,1618.0,9356.0,6923.4400000000005,935.6,280.68,608.14,11.227199999999998,9.356,56.136,0.56136
3209,Elesbão Veloso,-6.19947,-42.1355,74,1970.0,3673.0,37960.0,28090.4,3796.0,1138.8,2467.4,45.552,37.96,227.76,2.2776
3210,Tanque do Piauí,-6.59787,-42.2795,16,1028.0,1636.0,5135.0,3799.9,513.5,154.04999999999998,333.77500000000003,6.162,5.135,30.81,0.3081
3211,Paes Landim,-7.77375,-42.2474,26,95.0,141.0,17810.0,13179.4,1781.0,534.3,1157.65,21.372,17.810000000000002,106.86,1.0686
3212,Socorro do Piauí,-7.86773,-42.4922,36,155.0,243.0,9975.0,7381.5,997.5,299.25,648.375,11.969999999999999,9.975,59.85,0.5985
3213,Agricolândia,-5.79676,-42.6664,47,1533.0,3565.0,18965.0,14034.1,1896.5,568.95,1232.725,22.758,18.965,113.79,1.1379
3214,Itainópolis,-7.44336,-41.4687,83,1978.0,3492.0,36379.0,26920.46,3637.9,1091.37,2364.635,43.654799999999994,36.379,218.274,2.18274
3215,Pedro Laurentino,-8.06807,-42.2847,27,1287.0,2088.0,11389.0,8427.86,1138.9,341.67,740.285,13.666799999999999,11.389,68.334,0.6833400000000001
3216,Milton Brandão,-4.68295,-41.4173,15,362.0,549.0,3300.0,2442.0,330.0,99.0,214.5,3.96,3.3,19.8,0.198
3217,Palmeira do Piauí,-8.73076,-44.2466,34,205.0,327.0,16054.0,11879.96,1605.4,481.62,1043.51,19.264799999999997,16.054000000000002,96.324,0.96324
3218,Dom Inocêncio,-9.00516,-41.9697,15,779.0,1379.0,7074.0,5234.76,707.4,212.22,459.81,8.4888,7.074,42.444,0.42444
3219,São João da Fronteira,-3.95497,-41.2569,38,6465.0,12147.0,12372.0,9155.279999999999,1237.2,371.15999999999997,804.1800000000001,14.8464,12.372,74.232,0.74232
3220,Alvorada do Gurguéia,-8.42418,-43.777,13,4066.0,7461.0,5599.0,4143.26,559.9,167.97,363.935,6.718799999999999,5.599,33.594,0.33594
3221,Vila Nova do Piauí,-7.13272,-40.9345,11,392.0,708.0,4047.0,2994.7799999999997,404.70000000000005,121.41,263.055,4.8564,4.047,24.282,0.24282
3222,Nazaré do Piauí,-6.97023,-42.6773,49,2245.0,3579.0,24443.0,18087.82,2444.3,733.29,1588.795,29.331599999999998,24.443,146.65800000000002,1.46658
3223,Gilbués,-9.83001,-45.3423,36,703.0,1284.0,18901.0,13986.74,1890.1,567.03,1228.565,22.681199999999997,18.901,113.406,1.13406
3224,Francisco Macedo,-7.331,-40.788,14,278.0,656.0,5770.0,4269.8,577.0,173.1,375.05,6.9239999999999995,5.77,34.62,0.3462
3225,Olho D'Água do Piauí,-5.84125,-42.5594,9,839.0,1639.0,3625.0,2682.5,362.5,108.75,235.625,4.35,3.625,21.75,0.2175
3226,Barra D'Alcântara,-6.51645,-42.1146,14,256.0,383.0,6614.0,4894.36,661.4,198.42,429.91,7.9368,6.614000000000001,39.684,0.39684
3227,Angical do Piauí,-6.08786,-42.74,82,2121.0,3904.0,50763.0,37564.62,5076.3,1522.8899999999999,3299.5950000000003,60.9156,50.763,304.578,3.04578
3228,Dirceu Arcoverde,-9.33939,-42.4348,36,5352.0,10737.0,13360.0,9886.4,1336.0,400.8,868.4,16.032,13.36,80.16,0.8016
3229,Ribeira do Piauí,-7.69028,-42.7128,17,7327.0,15735.0,4090.0,3026.6,409.0,122.69999999999999,265.85,4.9079999999999995,4.09,24.54,0.2454
3230,São Gonçalo do Piauí,-5.99393,-42.7095,60,1421.0,2614.0,20400.0,15096.0,2040.0,612.0,1326.0,24.479999999999997,20.400000000000002,122.4,1.224
3231,São Miguel do Fidalgo,-7.59713,-42.3676,23,1226.0,1944.0,7035.0,5205.9,703.5,211.04999999999998,457.27500000000003,8.441999999999998,7.035,42.21,0.4221
3232,Matias Olímpio,-3.71492,-42.5507,32,5782.0,18066.0,12925.0,9564.5,1292.5,387.75,840.125,15.509999999999998,12.925,77.55,0.7755
3233,Caxingó,-3.41904,-41.8955,20,169.0,278.0,14320.0,10596.8,1432.0,429.59999999999997,930.8000000000001,17.183999999999997,14.32,85.92,0.8592000000000001
3234,Conceição do Canindé,-7.87638,-41.5942,56,103.0,159.0,18620.0,13778.8,1862.0,558.6,1210.3,22.343999999999998,18.62,111.72,1.1172
3235,Coronel José Dias,-8.81397,-42.5232,17,49.0,78.0,12275.0,9083.5,1227.5,368.25,797.875,14.729999999999999,12.275,73.65,0.7365
3236,Murici dos Portelas,-3.319,-42.094,14,212.0,331.0,4925.0,3644.5,492.5,147.75,320.125,5.909999999999999,4.925,29.55,0.2955
3237,São Gonçalo do Gurguéia,-10.0319,-45.3092,7,93.0,147.0,3910.0,2893.4,391.0,117.3,254.15,4.691999999999999,3.91,23.46,0.2346
3238,Jerumenha,-7.09128,-43.5033,23,676.0,1368.0,29175.0,21589.5,2917.5,875.25,1896.375,35.01,29.175,175.05,1.7505
3239,São Félix do Piauí,-5.93485,-42.1172,27,1566.0,2626.0,9995.0,7396.3,999.5,299.84999999999997,649.6750000000001,11.994,9.995000000000001,59.97,0.5997
3240,Porto,-3.88815,-42.6998,33,209.0,339.0,14840.0,10981.6,1484.0,445.2,964.6,17.808,14.84,89.04,0.8904
3241,Pavussu,-7.96059,-43.2284,22,70.0,112.0,11170.0,8265.8,1117.0,335.1,726.05,13.404,11.17,67.02,0.6702
3242,Campo Largo do Piauí,-3.80441,-42.64,10,424.0,666.0,4180.0,3093.2000000000003,418.0,125.39999999999999,271.7,5.015999999999999,4.18,25.080000000000002,0.25079999999999997
3243,Avelino Lopes,-10.1345,-43.9563,9,255.0,444.0,6850.0,5069.0,685.0,205.5,445.25,8.219999999999999,6.85,41.1,0.41100000000000003
3244,Bonfim do Piauí,-9.1605,-42.8865,10,18978.0,34370.0,5980.0,4425.2,598.0,179.39999999999998,388.70000000000005,7.175999999999999,5.98,35.88,0.3588
3245,Floresta do Piauí,-7.46682,-41.7883,25,115.0,171.0,11520.0,8524.8,1152.0,345.6,748.8,13.823999999999998,11.520000000000001,69.12,0.6912
3246,Campo Alegre do Fidalgo,-8.38236,-41.8344,18,690.0,1349.0,9195.0,6804.3,919.5,275.85,597.675,11.033999999999999,9.195,55.17,0.5517
